condition,problem_id,profile,reason,action
C1_PE_Llama,f96abc956849b96f,struggling,exact_duplicate_metric_row,exclude_from_analysis
C1_PE_Llama,c801a0da93a4310b,progressing,exact_duplicate_metric_row,exclude_from_analysis
C1_PE_Llama,67ab79f900374ccf,progressing,exact_duplicate_metric_row,exclude_from_analysis
C1_PE_Llama,3af5503ad498c930,struggling,exact_duplicate_metric_row,exclude_from_analysis
C1_PE_Llama,0f494281748adc02,progressing,exact_duplicate_metric_row,exclude_from_analysis
C1_PE_Llama,d28df8f7b843b4df,progressing,exact_duplicate_metric_row,exclude_from_analysis
C1_PE_Llama,0f494281748adc02,progressing,exact_duplicate_metric_row,exclude_from_analysis
C1_PE_Llama,6681b8e0f2abf7a9,struggling,exact_duplicate_metric_row,exclude_from_analysis
C1_PE_Llama,c46455f66de332c0,progressing,exact_duplicate_metric_row,exclude_from_analysis
C1_PE_Llama,1cb038acd8334624,progressing,exact_duplicate_metric_row,exclude_from_analysis
C1_PE_Llama,05b5db5d64d2d00d,progressing,exact_duplicate_metric_row,exclude_from_analysis
C1_PE_Llama,f96abc956849b96f,struggling,exact_duplicate_metric_row,exclude_from_analysis
C1_PE_Llama,1cb038acd8334624,progressing,exact_duplicate_metric_row,exclude_from_analysis
C1_PE_Llama,d359a2adf29f597e,progressing,exact_duplicate_metric_row,exclude_from_analysis
C1_PE_Llama,cd592c7656042969,struggling,exact_duplicate_metric_row,exclude_from_analysis
C1_PE_Llama,b5dd77cc4ccd0cca,advanced,exact_duplicate_metric_row,exclude_from_analysis
C1_PE_Llama,4f85613ff32ec2fb,advanced,exact_duplicate_metric_row,exclude_from_analysis
C1_PE_Llama,d74c52a87e06166e,progressing,exact_duplicate_metric_row,exclude_from_analysis
C1_PE_Llama,d28df8f7b843b4df,progressing,exact_duplicate_metric_row,exclude_from_analysis
C1_PE_Llama,2b2d708cc4d104fb,advanced,exact_duplicate_metric_row,exclude_from_analysis
C1_PE_Llama,d74c52a87e06166e,progressing,exact_duplicate_metric_row,exclude_from_analysis
C1_PE_Llama,817cd01402b580a2,progressing,exact_duplicate_metric_row,exclude_from_analysis
C1_PE_Llama,bfa26e430b44d5e6,progressing,exact_duplicate_metric_row,exclude_from_analysis
C1_PE_Llama,786a70bb2d54eaae,progressing,exact_duplicate_metric_row,exclude_from_analysis
C1_PE_Llama,798a745298c85d2f,struggling,exact_duplicate_metric_row,exclude_from_analysis
C1_PE_Llama,d28df8f7b843b4df,progressing,exact_duplicate_metric_row,exclude_from_analysis
C1_PE_Llama,d28df8f7b843b4df,progressing,exact_duplicate_metric_row,exclude_from_analysis
C1_PE_Llama,fadc4cba89b797ac,progressing,exact_duplicate_metric_row,exclude_from_analysis
C1_PE_Llama,1cb038acd8334624,progressing,exact_duplicate_metric_row,exclude_from_analysis
C1_PE_Llama,d74c52a87e06166e,progressing,exact_duplicate_metric_row,exclude_from_analysis
C1_PE_Llama,d28df8f7b843b4df,progressing,exact_duplicate_metric_row,exclude_from_analysis
C1_PE_Llama,10eb3e3403369f81,advanced,exact_duplicate_metric_row,exclude_from_analysis
C1_PE_Llama,33128756c09a732c,progressing,exact_duplicate_metric_row,exclude_from_analysis
C1_PE_Llama,e8c1a0f1c5af91d6,progressing,exact_duplicate_metric_row,exclude_from_analysis
C1_PE_Llama,c275e3cce4ee8fcb,struggling,exact_duplicate_metric_row,exclude_from_analysis
C1_PE_Llama,798a745298c85d2f,struggling,exact_duplicate_metric_row,exclude_from_analysis
C1_PE_Llama,d08bed33a30751e1,struggling,exact_duplicate_metric_row,exclude_from_analysis
C1_PE_Llama,8e7f2ec3fb783495,struggling,exact_duplicate_metric_row,exclude_from_analysis
C1_PE_Llama,c46455f66de332c0,progressing,exact_duplicate_metric_row,exclude_from_analysis
C1_PE_Llama,817cd01402b580a2,progressing,exact_duplicate_metric_row,exclude_from_analysis
C1_PE_Llama,b5dd77cc4ccd0cca,advanced,exact_duplicate_metric_row,exclude_from_analysis
C1_PE_Llama,d08bed33a30751e1,struggling,exact_duplicate_metric_row,exclude_from_analysis
C1_PE_Llama,2b2d708cc4d104fb,advanced,exact_duplicate_metric_row,exclude_from_analysis
C1_PE_Llama,b138e6f30af2eba3,progressing,exact_duplicate_metric_row,exclude_from_analysis
C1_PE_Llama,6710fc83e60aca75,advanced,exact_duplicate_metric_row,exclude_from_analysis
C1_PE_Llama,336b088daff70c60,struggling,exact_duplicate_metric_row,exclude_from_analysis
C1_PE_Llama,a02a9dd44a028b48,progressing,exact_duplicate_metric_row,exclude_from_analysis
C1_PE_Llama,b8ef5dec533b9ddb,struggling,exact_duplicate_metric_row,exclude_from_analysis
C1_PE_Llama,3af5503ad498c930,struggling,exact_duplicate_metric_row,exclude_from_analysis
C1_PE_Llama,4b7297b47da8c4f1,struggling,exact_duplicate_metric_row,exclude_from_analysis
C1_PE_Llama,33128756c09a732c,progressing,exact_duplicate_metric_row,exclude_from_analysis
C1_PE_Llama,b6ce335d875f871b,struggling,exact_duplicate_metric_row,exclude_from_analysis
C1_PE_Llama,b5f82fe7beb2c711,struggling,exact_duplicate_metric_row,exclude_from_analysis
C1_PE_Llama,5553251d23b75354,struggling,exact_duplicate_metric_row,exclude_from_analysis
C1_PE_Llama,d08bed33a30751e1,struggling,exact_duplicate_metric_row,exclude_from_analysis
C1_PE_Llama,16e73d98795fa5a5,progressing,exact_duplicate_metric_row,exclude_from_analysis
C1_PE_Llama,67ab79f900374ccf,progressing,exact_duplicate_metric_row,exclude_from_analysis
C1_PE_Llama,0c68e6790fdc8212,struggling,exact_duplicate_metric_row,exclude_from_analysis
C1_PE_Llama,317f53c00121a020,struggling,exact_duplicate_metric_row,exclude_from_analysis
C1_PE_Llama,2b2d708cc4d104fb,advanced,exact_duplicate_metric_row,exclude_from_analysis
C1_PE_Llama,2baf04e31d4e975c,progressing,exact_duplicate_metric_row,exclude_from_analysis
C1_PE_Llama,e8c1a0f1c5af91d6,progressing,exact_duplicate_metric_row,exclude_from_analysis
C1_PE_Llama,c275e3cce4ee8fcb,struggling,exact_duplicate_metric_row,exclude_from_analysis
C1_PE_Llama,0f494281748adc02,progressing,exact_duplicate_metric_row,exclude_from_analysis
C1_PE_Llama,b5f82fe7beb2c711,struggling,exact_duplicate_metric_row,exclude_from_analysis
C1_PE_Llama,2baf04e31d4e975c,progressing,exact_duplicate_metric_row,exclude_from_analysis
C1_PE_Llama,05b5db5d64d2d00d,progressing,exact_duplicate_metric_row,exclude_from_analysis
C1_PE_Llama,0c68e6790fdc8212,struggling,exact_duplicate_metric_row,exclude_from_analysis
C1_PE_Llama,f96abc956849b96f,struggling,exact_duplicate_metric_row,exclude_from_analysis
C1_PE_Llama,1cb038acd8334624,progressing,exact_duplicate_metric_row,exclude_from_analysis
C1_PE_Llama,6681b8e0f2abf7a9,struggling,exact_duplicate_metric_row,exclude_from_analysis
C1_PE_Llama,844d7a1768c19756,advanced,exact_duplicate_metric_row,exclude_from_analysis
C1_PE_Llama,e8c1a0f1c5af91d6,progressing,exact_duplicate_metric_row,exclude_from_analysis
C1_PE_Llama,519cbd562303ff33,struggling,exact_duplicate_metric_row,exclude_from_analysis
C1_PE_Llama,dc1b264fc4aefafb,struggling,exact_duplicate_metric_row,exclude_from_analysis
C1_PE_Llama,b41cc7b74e66b597,progressing,exact_duplicate_metric_row,exclude_from_analysis
C1_PE_Llama,b5f82fe7beb2c711,struggling,exact_duplicate_metric_row,exclude_from_analysis
C1_PE_Llama,8e7f2ec3fb783495,struggling,exact_duplicate_metric_row,exclude_from_analysis
C1_PE_Llama,d359a2adf29f597e,progressing,exact_duplicate_metric_row,exclude_from_analysis
C1_PE_Llama,07cde4e475a98b4b,progressing,exact_duplicate_metric_row,exclude_from_analysis
C1_PE_Llama,317f53c00121a020,struggling,exact_duplicate_metric_row,exclude_from_analysis
C1_PE_Llama,2bbdc98e5efd30ec,struggling,exact_duplicate_metric_row,exclude_from_analysis
C1_PE_Llama,6681b8e0f2abf7a9,struggling,exact_duplicate_metric_row,exclude_from_analysis
C1_PE_Llama,bfa26e430b44d5e6,progressing,exact_duplicate_metric_row,exclude_from_analysis
C1_PE_Llama,d08bed33a30751e1,struggling,exact_duplicate_metric_row,exclude_from_analysis
C1_PE_Llama,21f5516f730392ff,advanced,exact_duplicate_metric_row,exclude_from_analysis
C1_PE_Llama,6681b8e0f2abf7a9,struggling,exact_duplicate_metric_row,exclude_from_analysis
C1_PE_Llama,c46455f66de332c0,progressing,exact_duplicate_metric_row,exclude_from_analysis
C1_PE_Llama,f96abc956849b96f,struggling,exact_duplicate_metric_row,exclude_from_analysis
C1_PE_Llama,b8ef5dec533b9ddb,struggling,exact_duplicate_metric_row,exclude_from_analysis
C1_PE_Llama,07cde4e475a98b4b,progressing,exact_duplicate_metric_row,exclude_from_analysis
C1_PE_Llama,c275e3cce4ee8fcb,struggling,exact_duplicate_metric_row,exclude_from_analysis
C1_PE_Llama,6710fc83e60aca75,struggling,exact_duplicate_metric_row,exclude_from_analysis
C1_PE_Llama,6681b8e0f2abf7a9,progressing,exact_duplicate_metric_row,exclude_from_analysis
C1_PE_Llama,b8ef5dec533b9ddb,struggling,exact_duplicate_metric_row,exclude_from_analysis
C1_PE_Llama,b6ce335d875f871b,progressing,exact_duplicate_metric_row,exclude_from_analysis
C1_PE_Llama,93b264ffe7b26531,struggling,exact_duplicate_metric_row,exclude_from_analysis
C1_PE_Llama,07cde4e475a98b4b,progressing,exact_duplicate_metric_row,exclude_from_analysis
C1_PE_Llama,fecc3d4d9ba43ef7,progressing,exact_duplicate_metric_row,exclude_from_analysis
C1_PE_Llama,844d7a1768c19756,advanced,exact_duplicate_metric_row,exclude_from_analysis
C1_PE_Llama,1cb038acd8334624,progressing,exact_duplicate_metric_row,exclude_from_analysis
C1_PE_Llama,dc1b264fc4aefafb,struggling,exact_duplicate_metric_row,exclude_from_analysis
C1_PE_Llama,07cde4e475a98b4b,progressing,exact_duplicate_metric_row,exclude_from_analysis
C1_PE_Llama,64d97652f760858a,struggling,exact_duplicate_metric_row,exclude_from_analysis
C1_PE_Llama,b138e6f30af2eba3,progressing,exact_duplicate_metric_row,exclude_from_analysis
C1_PE_Llama,d74c52a87e06166e,progressing,exact_duplicate_metric_row,exclude_from_analysis
C1_PE_Llama,d74c52a87e06166e,progressing,exact_duplicate_metric_row,exclude_from_analysis
C1_PE_Llama,6710fc83e60aca75,struggling,exact_duplicate_metric_row,exclude_from_analysis
C1_PE_Llama,d74c52a87e06166e,progressing,exact_duplicate_metric_row,exclude_from_analysis
C1_PE_Llama,61866b9fa3d86067,progressing,exact_duplicate_metric_row,exclude_from_analysis
C1_PE_Llama,fecc3d4d9ba43ef7,progressing,exact_duplicate_metric_row,exclude_from_analysis
C1_PE_Llama,6681b8e0f2abf7a9,progressing,exact_duplicate_metric_row,exclude_from_analysis
C1_PE_Llama,cd592c7656042969,struggling,exact_duplicate_metric_row,exclude_from_analysis
C1_PE_Llama,d28df8f7b843b4df,progressing,exact_duplicate_metric_row,exclude_from_analysis
C1_PE_Llama,cd592c7656042969,struggling,exact_duplicate_metric_row,exclude_from_analysis
C1_PE_Llama,c46455f66de332c0,progressing,exact_duplicate_metric_row,exclude_from_analysis
C1_PE_Llama,b41cc7b74e66b597,progressing,exact_duplicate_metric_row,exclude_from_analysis
C1_PE_Llama,8e7f2ec3fb783495,progressing,exact_duplicate_metric_row,exclude_from_analysis
C1_PE_Llama,336b088daff70c60,progressing,exact_duplicate_metric_row,exclude_from_analysis
C1_PE_Llama,0f494281748adc02,progressing,exact_duplicate_metric_row,exclude_from_analysis
C1_PE_Llama,786a70bb2d54eaae,progressing,exact_duplicate_metric_row,exclude_from_analysis
C1_PE_Llama,2bbdc98e5efd30ec,advanced,exact_duplicate_metric_row,exclude_from_analysis
C2_SFT_Llama,fecc3d4d9ba43ef7,progressing,exact_duplicate_metric_row,exclude_from_analysis
C2_SFT_Llama,dc1b264fc4aefafb,struggling,exact_duplicate_metric_row,exclude_from_analysis
C2_SFT_Llama,786a70bb2d54eaae,progressing,exact_duplicate_metric_row,exclude_from_analysis
C2_SFT_Llama,dc1b264fc4aefafb,struggling,exact_duplicate_metric_row,exclude_from_analysis
C2_SFT_Llama,786a70bb2d54eaae,progressing,exact_duplicate_metric_row,exclude_from_analysis
C2_SFT_Llama,bfa26e430b44d5e6,progressing,exact_duplicate_metric_row,exclude_from_analysis
C2_SFT_Llama,c46455f66de332c0,struggling,exact_duplicate_metric_row,exclude_from_analysis
C2_SFT_Llama,c9fe583ec68ea08c,advanced,exact_duplicate_metric_row,exclude_from_analysis
C2_SFT_Llama,67ab79f900374ccf,progressing,exact_duplicate_metric_row,exclude_from_analysis
C2_SFT_Llama,2bbdc98e5efd30ec,progressing,exact_duplicate_metric_row,exclude_from_analysis
C2_SFT_Llama,fecc3d4d9ba43ef7,progressing,exact_duplicate_metric_row,exclude_from_analysis
C2_SFT_Llama,67ab79f900374ccf,progressing,exact_duplicate_metric_row,exclude_from_analysis
C2_SFT_Llama,4f85613ff32ec2fb,progressing,exact_duplicate_metric_row,exclude_from_analysis
C2_SFT_Llama,c9fe583ec68ea08c,advanced,exact_duplicate_metric_row,exclude_from_analysis
C2_SFT_Llama,a02a9dd44a028b48,advanced,exact_duplicate_metric_row,exclude_from_analysis
C2_SFT_Llama,c801a0da93a4310b,progressing,exact_duplicate_metric_row,exclude_from_analysis
C2_SFT_Llama,5d38ace0309450b4,struggling,exact_duplicate_metric_row,exclude_from_analysis
C2_SFT_Llama,a02a9dd44a028b48,advanced,exact_duplicate_metric_row,exclude_from_analysis
C2_SFT_Llama,05b5db5d64d2d00d,advanced,exact_duplicate_metric_row,exclude_from_analysis
C2_SFT_Llama,0f494281748adc02,struggling,exact_duplicate_metric_row,exclude_from_analysis
C2_SFT_Llama,f96abc956849b96f,progressing,exact_duplicate_metric_row,exclude_from_analysis
C2_SFT_Llama,c801a0da93a4310b,progressing,exact_duplicate_metric_row,exclude_from_analysis
C2_SFT_Llama,67ab79f900374ccf,progressing,exact_duplicate_metric_row,exclude_from_analysis
C2_SFT_Llama,3af5503ad498c930,struggling,exact_duplicate_metric_row,exclude_from_analysis
C2_SFT_Llama,0f494281748adc02,struggling,exact_duplicate_metric_row,exclude_from_analysis
C2_SFT_Llama,d28df8f7b843b4df,advanced,exact_duplicate_metric_row,exclude_from_analysis
C2_SFT_Llama,0f494281748adc02,struggling,exact_duplicate_metric_row,exclude_from_analysis
C2_SFT_Llama,6681b8e0f2abf7a9,progressing,exact_duplicate_metric_row,exclude_from_analysis
C2_SFT_Llama,c46455f66de332c0,struggling,exact_duplicate_metric_row,exclude_from_analysis
C2_SFT_Llama,1cb038acd8334624,progressing,exact_duplicate_metric_row,exclude_from_analysis
C2_SFT_Llama,05b5db5d64d2d00d,advanced,exact_duplicate_metric_row,exclude_from_analysis
C2_SFT_Llama,f96abc956849b96f,progressing,exact_duplicate_metric_row,exclude_from_analysis
C2_SFT_Llama,1cb038acd8334624,progressing,exact_duplicate_metric_row,exclude_from_analysis
C2_SFT_Llama,d359a2adf29f597e,progressing,exact_duplicate_metric_row,exclude_from_analysis
C2_SFT_Llama,cd592c7656042969,progressing,exact_duplicate_metric_row,exclude_from_analysis
C2_SFT_Llama,b5dd77cc4ccd0cca,progressing,exact_duplicate_metric_row,exclude_from_analysis
C2_SFT_Llama,4f85613ff32ec2fb,progressing,exact_duplicate_metric_row,exclude_from_analysis
C2_SFT_Llama,d74c52a87e06166e,struggling,exact_duplicate_metric_row,exclude_from_analysis
C2_SFT_Llama,d28df8f7b843b4df,advanced,exact_duplicate_metric_row,exclude_from_analysis
C2_SFT_Llama,2b2d708cc4d104fb,progressing,exact_duplicate_metric_row,exclude_from_analysis
C2_SFT_Llama,d74c52a87e06166e,struggling,exact_duplicate_metric_row,exclude_from_analysis
C2_SFT_Llama,817cd01402b580a2,struggling,exact_duplicate_metric_row,exclude_from_analysis
C2_SFT_Llama,bfa26e430b44d5e6,progressing,exact_duplicate_metric_row,exclude_from_analysis
C2_SFT_Llama,786a70bb2d54eaae,progressing,exact_duplicate_metric_row,exclude_from_analysis
C2_SFT_Llama,798a745298c85d2f,progressing,exact_duplicate_metric_row,exclude_from_analysis
C2_SFT_Llama,d28df8f7b843b4df,advanced,exact_duplicate_metric_row,exclude_from_analysis
C2_SFT_Llama,d28df8f7b843b4df,advanced,exact_duplicate_metric_row,exclude_from_analysis
C2_SFT_Llama,fadc4cba89b797ac,progressing,exact_duplicate_metric_row,exclude_from_analysis
C2_SFT_Llama,1cb038acd8334624,progressing,exact_duplicate_metric_row,exclude_from_analysis
C2_SFT_Llama,d74c52a87e06166e,struggling,exact_duplicate_metric_row,exclude_from_analysis
C2_SFT_Llama,d28df8f7b843b4df,advanced,exact_duplicate_metric_row,exclude_from_analysis
C2_SFT_Llama,10eb3e3403369f81,struggling,exact_duplicate_metric_row,exclude_from_analysis
C2_SFT_Llama,33128756c09a732c,struggling,exact_duplicate_metric_row,exclude_from_analysis
C2_SFT_Llama,e8c1a0f1c5af91d6,progressing,exact_duplicate_metric_row,exclude_from_analysis
C2_SFT_Llama,c275e3cce4ee8fcb,struggling,exact_duplicate_metric_row,exclude_from_analysis
C2_SFT_Llama,798a745298c85d2f,progressing,exact_duplicate_metric_row,exclude_from_analysis
C2_SFT_Llama,d08bed33a30751e1,progressing,exact_duplicate_metric_row,exclude_from_analysis
C2_SFT_Llama,8e7f2ec3fb783495,struggling,exact_duplicate_metric_row,exclude_from_analysis
C2_SFT_Llama,c46455f66de332c0,struggling,exact_duplicate_metric_row,exclude_from_analysis
C2_SFT_Llama,817cd01402b580a2,struggling,exact_duplicate_metric_row,exclude_from_analysis
C2_SFT_Llama,b5dd77cc4ccd0cca,progressing,exact_duplicate_metric_row,exclude_from_analysis
C2_SFT_Llama,d08bed33a30751e1,progressing,exact_duplicate_metric_row,exclude_from_analysis
C2_SFT_Llama,2b2d708cc4d104fb,progressing,exact_duplicate_metric_row,exclude_from_analysis
C2_SFT_Llama,b138e6f30af2eba3,progressing,exact_duplicate_metric_row,exclude_from_analysis
C2_SFT_Llama,6710fc83e60aca75,progressing,exact_duplicate_metric_row,exclude_from_analysis
C2_SFT_Llama,336b088daff70c60,progressing,exact_duplicate_metric_row,exclude_from_analysis
C2_SFT_Llama,a02a9dd44a028b48,advanced,exact_duplicate_metric_row,exclude_from_analysis
C2_SFT_Llama,b8ef5dec533b9ddb,struggling,exact_duplicate_metric_row,exclude_from_analysis
C2_SFT_Llama,3af5503ad498c930,struggling,exact_duplicate_metric_row,exclude_from_analysis
C2_SFT_Llama,4b7297b47da8c4f1,progressing,exact_duplicate_metric_row,exclude_from_analysis
C2_SFT_Llama,33128756c09a732c,struggling,exact_duplicate_metric_row,exclude_from_analysis
C2_SFT_Llama,b6ce335d875f871b,progressing,exact_duplicate_metric_row,exclude_from_analysis
C2_SFT_Llama,b5f82fe7beb2c711,progressing,exact_duplicate_metric_row,exclude_from_analysis
C2_SFT_Llama,5553251d23b75354,progressing,exact_duplicate_metric_row,exclude_from_analysis
C2_SFT_Llama,d08bed33a30751e1,progressing,exact_duplicate_metric_row,exclude_from_analysis
C2_SFT_Llama,16e73d98795fa5a5,struggling,exact_duplicate_metric_row,exclude_from_analysis
C2_SFT_Llama,67ab79f900374ccf,progressing,exact_duplicate_metric_row,exclude_from_analysis
C2_SFT_Llama,0c68e6790fdc8212,struggling,exact_duplicate_metric_row,exclude_from_analysis
C2_SFT_Llama,317f53c00121a020,progressing,exact_duplicate_metric_row,exclude_from_analysis
C2_SFT_Llama,2b2d708cc4d104fb,progressing,exact_duplicate_metric_row,exclude_from_analysis
C2_SFT_Llama,2baf04e31d4e975c,progressing,exact_duplicate_metric_row,exclude_from_analysis
C2_SFT_Llama,e8c1a0f1c5af91d6,progressing,exact_duplicate_metric_row,exclude_from_analysis
C2_SFT_Llama,c275e3cce4ee8fcb,struggling,exact_duplicate_metric_row,exclude_from_analysis
C2_SFT_Llama,0f494281748adc02,struggling,exact_duplicate_metric_row,exclude_from_analysis
C2_SFT_Llama,b5f82fe7beb2c711,progressing,exact_duplicate_metric_row,exclude_from_analysis
C2_SFT_Llama,2baf04e31d4e975c,progressing,exact_duplicate_metric_row,exclude_from_analysis
C2_SFT_Llama,05b5db5d64d2d00d,advanced,exact_duplicate_metric_row,exclude_from_analysis
C2_SFT_Llama,0c68e6790fdc8212,struggling,exact_duplicate_metric_row,exclude_from_analysis
C2_SFT_Llama,f96abc956849b96f,progressing,exact_duplicate_metric_row,exclude_from_analysis
C2_SFT_Llama,1cb038acd8334624,progressing,exact_duplicate_metric_row,exclude_from_analysis
C2_SFT_Llama,6681b8e0f2abf7a9,progressing,exact_duplicate_metric_row,exclude_from_analysis
C2_SFT_Llama,844d7a1768c19756,progressing,exact_duplicate_metric_row,exclude_from_analysis
C2_SFT_Llama,e8c1a0f1c5af91d6,progressing,exact_duplicate_metric_row,exclude_from_analysis
C2_SFT_Llama,519cbd562303ff33,progressing,exact_duplicate_metric_row,exclude_from_analysis
C2_SFT_Llama,dc1b264fc4aefafb,struggling,exact_duplicate_metric_row,exclude_from_analysis
C2_SFT_Llama,b41cc7b74e66b597,progressing,exact_duplicate_metric_row,exclude_from_analysis
C2_SFT_Llama,b5f82fe7beb2c711,progressing,exact_duplicate_metric_row,exclude_from_analysis
C2_SFT_Llama,8e7f2ec3fb783495,struggling,exact_duplicate_metric_row,exclude_from_analysis
C2_SFT_Llama,d359a2adf29f597e,progressing,exact_duplicate_metric_row,exclude_from_analysis
C2_SFT_Llama,07cde4e475a98b4b,progressing,exact_duplicate_metric_row,exclude_from_analysis
C2_SFT_Llama,317f53c00121a020,progressing,exact_duplicate_metric_row,exclude_from_analysis
C2_SFT_Llama,2bbdc98e5efd30ec,progressing,exact_duplicate_metric_row,exclude_from_analysis
C2_SFT_Llama,6681b8e0f2abf7a9,progressing,exact_duplicate_metric_row,exclude_from_analysis
C2_SFT_Llama,bfa26e430b44d5e6,progressing,exact_duplicate_metric_row,exclude_from_analysis
C2_SFT_Llama,d08bed33a30751e1,progressing,exact_duplicate_metric_row,exclude_from_analysis
C2_SFT_Llama,21f5516f730392ff,progressing,exact_duplicate_metric_row,exclude_from_analysis
C2_SFT_Llama,6681b8e0f2abf7a9,progressing,exact_duplicate_metric_row,exclude_from_analysis
C2_SFT_Llama,c46455f66de332c0,struggling,exact_duplicate_metric_row,exclude_from_analysis
C2_SFT_Llama,f96abc956849b96f,progressing,exact_duplicate_metric_row,exclude_from_analysis
C2_SFT_Llama,b8ef5dec533b9ddb,struggling,exact_duplicate_metric_row,exclude_from_analysis
C2_SFT_Llama,07cde4e475a98b4b,progressing,exact_duplicate_metric_row,exclude_from_analysis
C2_SFT_Llama,d28df8f7b843b4df,advanced,exact_duplicate_metric_row,exclude_from_analysis
C2_SFT_Llama,b5f82fe7beb2c711,progressing,exact_duplicate_metric_row,exclude_from_analysis
C2_SFT_Llama,2b2d708cc4d104fb,progressing,exact_duplicate_metric_row,exclude_from_analysis
C2_SFT_Llama,fecc3d4d9ba43ef7,progressing,exact_duplicate_metric_row,exclude_from_analysis
C2_SFT_Llama,b6ce335d875f871b,progressing,exact_duplicate_metric_row,exclude_from_analysis
C2_SFT_Llama,c275e3cce4ee8fcb,struggling,exact_duplicate_metric_row,exclude_from_analysis
C2_SFT_Llama,6710fc83e60aca75,progressing,exact_duplicate_metric_row,exclude_from_analysis
C2_SFT_Llama,6710fc83e60aca75,progressing,exact_duplicate_metric_row,exclude_from_analysis
C2_SFT_Llama,6681b8e0f2abf7a9,progressing,exact_duplicate_metric_row,exclude_from_analysis
C2_SFT_Llama,786a70bb2d54eaae,progressing,exact_duplicate_metric_row,exclude_from_analysis
C2_SFT_Llama,6681b8e0f2abf7a9,progressing,exact_duplicate_metric_row,exclude_from_analysis
C2_SFT_Llama,4b7297b47da8c4f1,progressing,exact_duplicate_metric_row,exclude_from_analysis
C2_SFT_Llama,b8ef5dec533b9ddb,struggling,exact_duplicate_metric_row,exclude_from_analysis
C2_SFT_Llama,b6ce335d875f871b,progressing,exact_duplicate_metric_row,exclude_from_analysis
C2_SFT_Llama,93b264ffe7b26531,progressing,exact_duplicate_metric_row,exclude_from_analysis
C2_SFT_Llama,07cde4e475a98b4b,progressing,exact_duplicate_metric_row,exclude_from_analysis
C2_SFT_Llama,fecc3d4d9ba43ef7,progressing,exact_duplicate_metric_row,exclude_from_analysis
C2_SFT_Llama,8e7f2ec3fb783495,struggling,exact_duplicate_metric_row,exclude_from_analysis
C2_SFT_Llama,844d7a1768c19756,progressing,exact_duplicate_metric_row,exclude_from_analysis
C2_SFT_Llama,1cb038acd8334624,progressing,exact_duplicate_metric_row,exclude_from_analysis
C2_SFT_Llama,dc1b264fc4aefafb,struggling,exact_duplicate_metric_row,exclude_from_analysis
C2_SFT_Llama,07cde4e475a98b4b,progressing,exact_duplicate_metric_row,exclude_from_analysis
C2_SFT_Llama,3af5503ad498c930,struggling,exact_duplicate_metric_row,exclude_from_analysis
C2_SFT_Llama,64d97652f760858a,progressing,exact_duplicate_metric_row,exclude_from_analysis
C2_SFT_Llama,798a745298c85d2f,progressing,exact_duplicate_metric_row,exclude_from_analysis
C2_SFT_Llama,b138e6f30af2eba3,progressing,exact_duplicate_metric_row,exclude_from_analysis
C2_SFT_Llama,d74c52a87e06166e,struggling,exact_duplicate_metric_row,exclude_from_analysis
C2_SFT_Llama,4f85613ff32ec2fb,progressing,exact_duplicate_metric_row,exclude_from_analysis
C2_SFT_Llama,d74c52a87e06166e,struggling,exact_duplicate_metric_row,exclude_from_analysis
C2_SFT_Llama,6710fc83e60aca75,progressing,exact_duplicate_metric_row,exclude_from_analysis
