condition,problem_id,profile,difficulty,early_termination,protocol_failure,scorable,composite,QQ,SD,SLR,EDT,DC,MC_Verified,_row_hash,is_exact_duplicate,is_key_duplicate,n_unique_contents,n_dialogue_rows,analysis_unit,pairing_key,replicate_id,include_primary,dedupe_note,composite_locked,dialogue_id,run_id
C1_PE_Llama,05b5db5d64d2d00d,progressing,Medium,False,False,True,0.66875,0.75,0.6,1.0,0.5,0.7375,0.0,22265e49d39d0bb56a3319d30ab42900,False,False,1,4,dialogue_cell,05b5db5d64d2d00d::progressing,1,True,"first scored row per (problem_id, profile); exact/resume duplicates dropped",0.6687500000000001,C1_PE_Llama::05b5db5d64d2d00d::progressing::r1,C1_PE_Llama::05b5db5d64d2d00d::progressing::r1
C1_PE_Llama,d74c52a87e06166e,progressing,Medium,False,False,True,0.70875,0.75,0.8,1.0,0.5,0.7375,0.0,9937bcb5b53a4861065b4164765c9848,False,False,1,7,dialogue_cell,d74c52a87e06166e::progressing,1,True,"first scored row per (problem_id, profile); exact/resume duplicates dropped",0.7087500000000001,C1_PE_Llama::d74c52a87e06166e::progressing::r1,C1_PE_Llama::d74c52a87e06166e::progressing::r1
C1_PE_Llama,2bbdc98e5efd30ec,struggling,Medium,False,False,True,0.57375,0.75,0.5,1.0,0.0,0.7375,0.0,ffcbe3a404414a86af97df9ebcfc0c86,False,False,1,3,dialogue_cell,2bbdc98e5efd30ec::struggling,1,True,"first scored row per (problem_id, profile); exact/resume duplicates dropped",0.57375,C1_PE_Llama::2bbdc98e5efd30ec::struggling::r1,C1_PE_Llama::2bbdc98e5efd30ec::struggling::r1
C1_PE_Llama,d28df8f7b843b4df,progressing,Medium,False,False,True,0.61125,0.75,0.5,1.0,0.25,0.7375,0.0,3ad13538f44fb0cbb9112f475a3a98bd,False,False,1,7,dialogue_cell,d28df8f7b843b4df::progressing,1,True,"first scored row per (problem_id, profile); exact/resume duplicates dropped",0.6112500000000001,C1_PE_Llama::d28df8f7b843b4df::progressing::r1,C1_PE_Llama::d28df8f7b843b4df::progressing::r1
C1_PE_Llama,bfa26e430b44d5e6,progressing,Medium,False,False,True,0.59375,0.75,0.6,1.0,0.0,0.7375,0.0,9a31eeed15756427968dd435048a39ab,False,False,1,4,dialogue_cell,bfa26e430b44d5e6::progressing,1,True,"first scored row per (problem_id, profile); exact/resume duplicates dropped",0.59375,C1_PE_Llama::bfa26e430b44d5e6::progressing::r1,C1_PE_Llama::bfa26e430b44d5e6::progressing::r1
C1_PE_Llama,c9fe583ec68ea08c,advanced,Medium,False,False,True,0.6487499999999999,0.75,0.5,1.0,0.5,0.7375,0.0,39d3292f4895c3b55e6b6e470f8d3ca1,False,False,1,3,dialogue_cell,c9fe583ec68ea08c::advanced,1,True,"first scored row per (problem_id, profile); exact/resume duplicates dropped",0.64875,C1_PE_Llama::c9fe583ec68ea08c::advanced::r1,C1_PE_Llama::c9fe583ec68ea08c::advanced::r1
C1_PE_Llama,f96abc956849b96f,struggling,Medium,False,False,True,0.61125,0.75,0.5,1.0,0.25,0.7375,0.0,7f74f5be348ede8bda0f6ef5a75825cc,False,False,1,5,dialogue_cell,f96abc956849b96f::struggling,1,True,"first scored row per (problem_id, profile); exact/resume duplicates dropped",0.6112500000000001,C1_PE_Llama::f96abc956849b96f::struggling::r1,C1_PE_Llama::f96abc956849b96f::struggling::r1
C1_PE_Llama,10eb3e3403369f81,advanced,Medium,False,False,True,0.596875,0.75,0.625,1.0,0.0,0.7188,0.0,79ae72b699038c30a41536acb3871abb,False,False,1,2,dialogue_cell,10eb3e3403369f81::advanced,1,True,"first scored row per (problem_id, profile); exact/resume duplicates dropped",0.5968800000000001,C1_PE_Llama::10eb3e3403369f81::advanced::r1,C1_PE_Llama::10eb3e3403369f81::advanced::r1
C1_PE_Llama,6681b8e0f2abf7a9,struggling,Medium,False,False,True,0.6737499999999998,0.7,0.7,0.98,0.5,0.7375,0.0,539d6974e81c5b14f39836a07aab3025,False,False,1,5,dialogue_cell,6681b8e0f2abf7a9::struggling,1,True,"first scored row per (problem_id, profile); exact/resume duplicates dropped",0.67375,C1_PE_Llama::6681b8e0f2abf7a9::struggling::r1,C1_PE_Llama::6681b8e0f2abf7a9::struggling::r1
C1_PE_Llama,93b264ffe7b26531,struggling,Medium,False,False,True,0.59375,0.75,0.6,1.0,0.0,0.7375,0.0,96b7b93dc411ce32fc6c4f55ef53b57c,False,False,1,2,dialogue_cell,93b264ffe7b26531::struggling,1,True,"first scored row per (problem_id, profile); exact/resume duplicates dropped",0.59375,C1_PE_Llama::93b264ffe7b26531::struggling::r1,C1_PE_Llama::93b264ffe7b26531::struggling::r1
C1_PE_Llama,67ab79f900374ccf,progressing,Medium,False,False,True,0.58375,0.75,0.55,1.0,0.0,0.7375,0.0,ae20931705b277d6e42748db2f654fa6,False,False,1,5,dialogue_cell,67ab79f900374ccf::progressing,1,True,"first scored row per (problem_id, profile); exact/resume duplicates dropped",0.58375,C1_PE_Llama::67ab79f900374ccf::progressing::r1,C1_PE_Llama::67ab79f900374ccf::progressing::r1
C1_PE_Llama,2baf04e31d4e975c,progressing,Medium,False,False,True,0.60375,0.75,0.65,1.0,0.0,0.7375,0.0,74ea473cfea84abf43c32788999e64a6,False,False,1,3,dialogue_cell,2baf04e31d4e975c::progressing,1,True,"first scored row per (problem_id, profile); exact/resume duplicates dropped",0.60375,C1_PE_Llama::2baf04e31d4e975c::progressing::r1,C1_PE_Llama::2baf04e31d4e975c::progressing::r1
C1_PE_Llama,b5dd77cc4ccd0cca,advanced,Medium,True,False,False,0.6791666666666666,0.75,0.6667,1.0,0.5,0.7083,0.0,91f1f3f80e146f1a9649373db0472b53,False,False,1,3,dialogue_cell,b5dd77cc4ccd0cca::advanced,1,True,"first scored row per (problem_id, profile); exact/resume duplicates dropped",0.67917,C1_PE_Llama::b5dd77cc4ccd0cca::advanced::r1,C1_PE_Llama::b5dd77cc4ccd0cca::advanced::r1
C1_PE_Llama,33128756c09a732c,progressing,Medium,False,False,True,0.59375,0.75,0.6,1.0,0.0,0.7375,0.0,a13b4256a35749bfd8d6bc60925fc119,False,False,1,3,dialogue_cell,33128756c09a732c::progressing,1,True,"first scored row per (problem_id, profile); exact/resume duplicates dropped",0.59375,C1_PE_Llama::33128756c09a732c::progressing::r1,C1_PE_Llama::33128756c09a732c::progressing::r1
C1_PE_Llama,5d38ace0309450b4,struggling,Medium,False,False,True,0.59375,0.75,0.6,1.0,0.0,0.7375,0.0,45631f7f2f30354a123b1553c689b967,False,False,1,2,dialogue_cell,5d38ace0309450b4::struggling,1,True,"first scored row per (problem_id, profile); exact/resume duplicates dropped",0.59375,C1_PE_Llama::5d38ace0309450b4::struggling::r1,C1_PE_Llama::5d38ace0309450b4::struggling::r1
C1_PE_Llama,16fedde94ff473d5,struggling,Medium,False,False,True,0.60875,0.675,0.75,1.0,0.0,0.7375,0.0,0635834d9957b24531cf41456018e237,False,False,1,1,dialogue_cell,16fedde94ff473d5::struggling,1,True,"first scored row per (problem_id, profile); exact/resume duplicates dropped",0.60875,C1_PE_Llama::16fedde94ff473d5::struggling::r1,C1_PE_Llama::16fedde94ff473d5::struggling::r1
C1_PE_Llama,2317c96029d4e41c,progressing,Medium,False,False,True,0.6337499999999999,0.675,0.5,1.0,0.5,0.7375,0.0,4f31229e7f68f43487e604a1bec1292e,False,False,1,1,dialogue_cell,2317c96029d4e41c::progressing,1,True,"first scored row per (problem_id, profile); exact/resume duplicates dropped",0.63375,C1_PE_Llama::2317c96029d4e41c::progressing::r1,C1_PE_Llama::2317c96029d4e41c::progressing::r1
C1_PE_Llama,ed4cb4418932050a,struggling,Medium,False,False,True,0.6487499999999999,0.75,0.5,1.0,0.5,0.7375,0.0,42c8be834d8c6ffc8dc68ce6511ce866,False,False,1,1,dialogue_cell,ed4cb4418932050a::struggling,1,True,"first scored row per (problem_id, profile); exact/resume duplicates dropped",0.64875,C1_PE_Llama::ed4cb4418932050a::struggling::r1,C1_PE_Llama::ed4cb4418932050a::struggling::r1
C1_PE_Llama,c801a0da93a4310b,progressing,Medium,False,False,True,0.58375,0.75,0.55,1.0,0.0,0.7375,0.0,daa86d53114acb6c952147ebe13e52ea,False,False,1,3,dialogue_cell,c801a0da93a4310b::progressing,1,True,"first scored row per (problem_id, profile); exact/resume duplicates dropped",0.58375,C1_PE_Llama::c801a0da93a4310b::progressing::r1,C1_PE_Llama::c801a0da93a4310b::progressing::r1
C1_PE_Llama,61866b9fa3d86067,progressing,Medium,False,False,True,0.64375,0.75,0.6,1.0,0.0,0.7375,0.5,0ecbbe1e85a7ce44505953086e9c5bf1,False,False,1,2,dialogue_cell,61866b9fa3d86067::progressing,1,True,"first scored row per (problem_id, profile); exact/resume duplicates dropped",0.64375,C1_PE_Llama::61866b9fa3d86067::progressing::r1,C1_PE_Llama::61866b9fa3d86067::progressing::r1
C1_PE_Llama,1378e7f5baeb8e25,progressing,Medium,False,False,True,0.55875,0.675,0.5,1.0,0.0,0.7375,0.0,5d56d1b6b0d1953c9f2c89617e24fa1b,False,False,1,1,dialogue_cell,1378e7f5baeb8e25::progressing,1,True,"first scored row per (problem_id, profile); exact/resume duplicates dropped",0.5587500000000001,C1_PE_Llama::1378e7f5baeb8e25::progressing::r1,C1_PE_Llama::1378e7f5baeb8e25::progressing::r1
C1_PE_Llama,817cd01402b580a2,progressing,Medium,False,False,True,0.57375,0.75,0.5,1.0,0.0,0.7375,0.0,d16b0780ac8cbf9d84ad54ffd98331b2,False,False,1,3,dialogue_cell,817cd01402b580a2::progressing,1,True,"first scored row per (problem_id, profile); exact/resume duplicates dropped",0.57375,C1_PE_Llama::817cd01402b580a2::progressing::r1,C1_PE_Llama::817cd01402b580a2::progressing::r1
C1_PE_Llama,0f494281748adc02,progressing,Medium,False,False,True,0.6487499999999999,0.75,0.5,1.0,0.5,0.7375,0.0,0ab4e7dd14d348db89dcc49edd02c617,False,False,1,6,dialogue_cell,0f494281748adc02::progressing,1,True,"first scored row per (problem_id, profile); exact/resume duplicates dropped",0.64875,C1_PE_Llama::0f494281748adc02::progressing::r1,C1_PE_Llama::0f494281748adc02::progressing::r1
C1_PE_Llama,21f5516f730392ff,advanced,Medium,True,False,False,0.6458333333333333,0.75,0.5,1.0,0.5,0.7083,0.0,3203434f36d01ef1fba85676d5adf1b3,False,False,1,2,dialogue_cell,21f5516f730392ff::advanced,1,True,"first scored row per (problem_id, profile); exact/resume duplicates dropped",0.64583,C1_PE_Llama::21f5516f730392ff::advanced::r1,C1_PE_Llama::21f5516f730392ff::advanced::r1
C1_PE_Llama,1cb038acd8334624,progressing,Medium,False,False,True,0.59375,0.75,0.6,1.0,0.0,0.7375,0.0,582fd0cbc8f2aa3648785e01bcbc27fa,False,False,1,6,dialogue_cell,1cb038acd8334624::progressing,1,True,"first scored row per (problem_id, profile); exact/resume duplicates dropped",0.59375,C1_PE_Llama::1cb038acd8334624::progressing::r1,C1_PE_Llama::1cb038acd8334624::progressing::r1
C1_PE_Llama,cd592c7656042969,struggling,Medium,False,False,True,0.6487499999999999,0.75,0.5,1.0,0.5,0.7375,0.0,4bc47aeb172e8ce907f1bf4737493443,False,False,1,4,dialogue_cell,cd592c7656042969::struggling,1,True,"first scored row per (problem_id, profile); exact/resume duplicates dropped",0.64875,C1_PE_Llama::cd592c7656042969::struggling::r1,C1_PE_Llama::cd592c7656042969::struggling::r1
C1_PE_Llama,d359a2adf29f597e,progressing,Medium,False,False,True,0.6487499999999999,0.75,0.5,1.0,0.5,0.7375,0.0,eca86e41d599c43021de1ecd438bd100,False,False,1,3,dialogue_cell,d359a2adf29f597e::progressing,1,True,"first scored row per (problem_id, profile); exact/resume duplicates dropped",0.64875,C1_PE_Llama::d359a2adf29f597e::progressing::r1,C1_PE_Llama::d359a2adf29f597e::progressing::r1
C1_PE_Llama,317f53c00121a020,struggling,Medium,False,False,True,0.57875,0.675,0.6,1.0,0.0,0.7375,0.0,28e2044b96185f5920fc47cca6512209,False,False,1,3,dialogue_cell,317f53c00121a020::struggling,1,True,"first scored row per (problem_id, profile); exact/resume duplicates dropped",0.57875,C1_PE_Llama::317f53c00121a020::struggling::r1,C1_PE_Llama::317f53c00121a020::struggling::r1
C1_PE_Llama,f76b8a5a42d5cc49,progressing,Medium,False,False,True,0.70875,0.75,0.8,1.0,0.5,0.7375,0.0,9d48ef08f2e1a17bc7f654bc9c0dee6d,False,False,1,1,dialogue_cell,f76b8a5a42d5cc49::progressing,1,True,"first scored row per (problem_id, profile); exact/resume duplicates dropped",0.7087500000000001,C1_PE_Llama::f76b8a5a42d5cc49::progressing::r1,C1_PE_Llama::f76b8a5a42d5cc49::progressing::r1
C1_PE_Llama,d08bed33a30751e1,struggling,Medium,False,False,True,0.59375,0.75,0.6,1.0,0.0,0.7375,0.0,25fe12d1ec60347626999aca22057d27,False,False,1,5,dialogue_cell,d08bed33a30751e1::struggling,1,True,"first scored row per (problem_id, profile); exact/resume duplicates dropped",0.59375,C1_PE_Llama::d08bed33a30751e1::struggling::r1,C1_PE_Llama::d08bed33a30751e1::struggling::r1
C1_PE_Llama,0d013576520fcd06,progressing,Medium,False,False,True,0.57375,0.75,0.5,1.0,0.0,0.7375,0.0,715708fa52a3f235278302771de48c6d,False,False,1,1,dialogue_cell,0d013576520fcd06::progressing,1,True,"first scored row per (problem_id, profile); exact/resume duplicates dropped",0.57375,C1_PE_Llama::0d013576520fcd06::progressing::r1,C1_PE_Llama::0d013576520fcd06::progressing::r1
C1_PE_Llama,fadc4cba89b797ac,progressing,Medium,False,False,True,0.57875,0.675,0.6,1.0,0.0,0.7375,0.0,6505f1f38330f25e27ef532f52784cd6,False,False,1,2,dialogue_cell,fadc4cba89b797ac::progressing,1,True,"first scored row per (problem_id, profile); exact/resume duplicates dropped",0.57875,C1_PE_Llama::fadc4cba89b797ac::progressing::r1,C1_PE_Llama::fadc4cba89b797ac::progressing::r1
C1_PE_Llama,798a745298c85d2f,struggling,Medium,False,False,True,0.57375,0.75,0.5,1.0,0.0,0.7375,0.0,a331a7f0140e8ad1fb79124ff6ef3169,False,False,1,3,dialogue_cell,798a745298c85d2f::struggling,1,True,"first scored row per (problem_id, profile); exact/resume duplicates dropped",0.57375,C1_PE_Llama::798a745298c85d2f::struggling::r1,C1_PE_Llama::798a745298c85d2f::struggling::r1
C1_PE_Llama,0f850165b922a0be,progressing,Medium,False,False,True,0.81875,0.75,0.85,1.0,0.5,0.7375,1.0,9f75c05499fa0bfd9c9320b578a36f55,False,False,1,1,dialogue_cell,0f850165b922a0be::progressing,1,True,"first scored row per (problem_id, profile); exact/resume duplicates dropped",0.8187500000000001,C1_PE_Llama::0f850165b922a0be::progressing::r1,C1_PE_Llama::0f850165b922a0be::progressing::r1
C1_PE_Llama,559cf0c98c602f79,struggling,Medium,False,False,True,0.62375,0.75,0.75,1.0,0.0,0.7375,0.0,40f0eb72d8f6919ff21df596a22d133f,False,False,1,1,dialogue_cell,559cf0c98c602f79::struggling,1,True,"first scored row per (problem_id, profile); exact/resume duplicates dropped",0.62375,C1_PE_Llama::559cf0c98c602f79::struggling::r1,C1_PE_Llama::559cf0c98c602f79::struggling::r1
C1_PE_Llama,6710fc83e60aca75,advanced,Medium,False,False,True,0.66875,0.75,0.6,1.0,0.5,0.7375,0.0,7ae73c9a315d00e399d321198025e449,False,False,1,2,dialogue_cell,6710fc83e60aca75::advanced,1,True,"first scored row per (problem_id, profile); exact/resume duplicates dropped",0.6687500000000001,C1_PE_Llama::6710fc83e60aca75::advanced::r1,C1_PE_Llama::6710fc83e60aca75::advanced::r1
C1_PE_Llama,336b088daff70c60,struggling,Medium,False,False,True,0.58375,0.75,0.55,1.0,0.0,0.7375,0.0,aca5d7b68a689099527b1fe971d7aa72,False,False,1,2,dialogue_cell,336b088daff70c60::struggling,1,True,"first scored row per (problem_id, profile); exact/resume duplicates dropped",0.58375,C1_PE_Llama::336b088daff70c60::struggling::r1,C1_PE_Llama::336b088daff70c60::struggling::r1
C1_PE_Llama,5553251d23b75354,struggling,Medium,False,False,True,0.57375,0.75,0.5,1.0,0.0,0.7375,0.0,b65fa5a3d35bb3478bf33fa30b7962d6,False,False,1,2,dialogue_cell,5553251d23b75354::struggling,1,True,"first scored row per (problem_id, profile); exact/resume duplicates dropped",0.57375,C1_PE_Llama::5553251d23b75354::struggling::r1,C1_PE_Llama::5553251d23b75354::struggling::r1
C1_PE_Llama,b5f82fe7beb2c711,struggling,Medium,False,False,True,0.57375,0.75,0.5,1.0,0.0,0.7375,0.0,cdd6759652a74603e04569e2b60067ea,False,False,1,4,dialogue_cell,b5f82fe7beb2c711::struggling,1,True,"first scored row per (problem_id, profile); exact/resume duplicates dropped",0.57375,C1_PE_Llama::b5f82fe7beb2c711::struggling::r1,C1_PE_Llama::b5f82fe7beb2c711::struggling::r1
C1_PE_Llama,8e7f2ec3fb783495,struggling,Medium,False,False,True,0.58375,0.75,0.55,1.0,0.0,0.7375,0.0,08a1b49a3f366126661dd18497e554d1,False,False,1,3,dialogue_cell,8e7f2ec3fb783495::struggling,1,True,"first scored row per (problem_id, profile); exact/resume duplicates dropped",0.58375,C1_PE_Llama::8e7f2ec3fb783495::struggling::r1,C1_PE_Llama::8e7f2ec3fb783495::struggling::r1
C1_PE_Llama,f6bcf679f3018443,struggling,Medium,False,False,True,0.67875,0.75,0.65,1.0,0.5,0.7375,0.0,c6d37e84ab27d32212c3882a14bf0185,False,False,1,1,dialogue_cell,f6bcf679f3018443::struggling,1,True,"first scored row per (problem_id, profile); exact/resume duplicates dropped",0.6787500000000001,C1_PE_Llama::f6bcf679f3018443::struggling::r1,C1_PE_Llama::f6bcf679f3018443::struggling::r1
C1_PE_Llama,0c68e6790fdc8212,struggling,Medium,False,False,True,0.57375,0.75,0.5,1.0,0.0,0.7375,0.0,810ea85281e9bf00fe219613b57c5e50,False,False,1,3,dialogue_cell,0c68e6790fdc8212::struggling,1,True,"first scored row per (problem_id, profile); exact/resume duplicates dropped",0.57375,C1_PE_Llama::0c68e6790fdc8212::struggling::r1,C1_PE_Llama::0c68e6790fdc8212::struggling::r1
C1_PE_Llama,e8c1a0f1c5af91d6,progressing,Medium,False,False,True,0.6675,0.75,0.6,1.0,0.5,0.725,0.0,6c12589fef695037fd2ee9c58f97c16e,False,False,1,4,dialogue_cell,e8c1a0f1c5af91d6::progressing,1,True,"first scored row per (problem_id, profile); exact/resume duplicates dropped",0.6675,C1_PE_Llama::e8c1a0f1c5af91d6::progressing::r1,C1_PE_Llama::e8c1a0f1c5af91d6::progressing::r1
C1_PE_Llama,e620cb6132a98963,advanced,Medium,True,False,False,0.6375,0.75,0.5,1.0,0.5,0.625,0.0,a816c13c7fcaa41d440c555c950fbaa6,False,False,1,1,dialogue_cell,e620cb6132a98963::advanced,1,True,"first scored row per (problem_id, profile); exact/resume duplicates dropped",0.6375000000000001,C1_PE_Llama::e620cb6132a98963::advanced::r1,C1_PE_Llama::e620cb6132a98963::advanced::r1
C1_PE_Llama,0f566f93cd97b42d,struggling,Medium,False,False,True,0.52125,0.3,0.5,1.0,0.25,0.7375,0.0,95e573b064ecfb539c1afc4757bc17c5,False,False,1,1,dialogue_cell,0f566f93cd97b42d::struggling,1,True,"first scored row per (problem_id, profile); exact/resume duplicates dropped",0.52125,C1_PE_Llama::0f566f93cd97b42d::struggling::r1,C1_PE_Llama::0f566f93cd97b42d::struggling::r1
C1_PE_Llama,ff88119b1c60af9f,struggling,Medium,False,False,True,0.58375,0.75,0.55,1.0,0.0,0.7375,0.0,4beefadf9d3edc58a00776d75c84217f,False,False,1,1,dialogue_cell,ff88119b1c60af9f::struggling,1,True,"first scored row per (problem_id, profile); exact/resume duplicates dropped",0.58375,C1_PE_Llama::ff88119b1c60af9f::struggling::r1,C1_PE_Llama::ff88119b1c60af9f::struggling::r1
C1_PE_Llama,b8ef5dec533b9ddb,struggling,Medium,False,False,True,0.71625,0.75,0.65,1.0,0.75,0.7375,0.0,2e9b21738f452e0747e00720dd5e718f,False,False,1,4,dialogue_cell,b8ef5dec533b9ddb::struggling,1,True,"first scored row per (problem_id, profile); exact/resume duplicates dropped",0.71625,C1_PE_Llama::b8ef5dec533b9ddb::struggling::r1,C1_PE_Llama::b8ef5dec533b9ddb::struggling::r1
C1_PE_Llama,844d7a1768c19756,advanced,Medium,False,False,True,0.6812499999999999,0.75,0.6667,1.0,0.5,0.7292,0.0,b71952bd43f69c191aa43e9e4a4d1405,False,False,1,3,dialogue_cell,844d7a1768c19756::advanced,1,True,"first scored row per (problem_id, profile); exact/resume duplicates dropped",0.68126,C1_PE_Llama::844d7a1768c19756::advanced::r1,C1_PE_Llama::844d7a1768c19756::advanced::r1
C1_PE_Llama,4b7297b47da8c4f1,struggling,Medium,False,False,True,0.62375,0.75,0.75,1.0,0.0,0.7375,0.0,1fb92a6f29df977269eeb50a17d31e02,False,False,1,2,dialogue_cell,4b7297b47da8c4f1::struggling,1,True,"first scored row per (problem_id, profile); exact/resume duplicates dropped",0.62375,C1_PE_Llama::4b7297b47da8c4f1::struggling::r1,C1_PE_Llama::4b7297b47da8c4f1::struggling::r1
